date,store,city,product_id,price,quantity,promo,total
2023-02-08,Magasin_02,Meknès,28,149.09,3,1,447.27
2023-02-08,Magasin_16,Marrakech,72,106.11,5,0,530.55
2023-02-08,Magasin_05,Agadir,82,40.0,4,0,160.0
2023-02-08,Magasin_17,Meknès,12,202.44,4,1,809.76
2023-02-08,Magasin_01,Tanger,49,93.88,2,0,187.76
2023-02-08,Magasin_05,Rabat,85,8.8,1,0,8.8
2023-02-08,Magasin_15,Casablanca,100,160.68,2,0,321.36
2023-02-08,Magasin_19,Marrakech,61,203.31,3,0,609.9300000000001
2023-02-08,Magasin_16,Meknès,93,101.76,2,0,203.52
2023-02-08,Magasin_13,Marrakech,24,58.82,2,0,117.64
2023-02-08,Magasin_12,Marrakech,99,29.18,1,0,29.18
2023-02-09,Magasin_17,Fès,98,201.38,0,0,0.0
2023-02-09,Magasin_05,Casablanca,38,232.12,1,0,232.12
2023-02-09,Magasin_19,Tanger,71,217.18,5,0,1085.9
2023-02-09,Magasin_02,Tétouan,87,47.18,5,0,235.9
2023-02-09,Magasin_18,Meknès,40,248.0,3,0,744.0
2023-02-10,Magasin_07,Marrakech,38,100.43,1,0,100.43
2023-02-10,Magasin_11,Agadir,57,134.75,3,0,404.25
2023-02-11,Magasin_06,Casablanca,8,182.23,3,1,546.6899999999999
2023-02-11,Magasin_13,Meknès,42,222.69,4,0,890.76
2023-02-11,Magasin_04,Marrakech,98,184.1,2,0,368.2
2023-02-11,Magasin_18,Tétouan,63,181.7,5,0,908.5
2023-02-11,Magasin_11,Rabat,56,9.32,4,0,37.28
2023-02-12,Magasin_06,Casablanca,50,192.32,0,0,0.0
2023-02-12,Magasin_19,Fès,34,129.73,3,0,389.18999999999994
2023-02-12,Magasin_17,Casablanca,83,201.95,0,1,0.0
2023-02-12,Magasin_12,Casablanca,49,28.04,5,0,140.2
2023-02-12,Magasin_16,Tanger,28,133.07,1,1,133.07
2023-02-13,Magasin_20,Agadir,15,,4,0,
2023-02-13,Magasin_13,Marrakech,53,32.98,4,0,131.92
2023-02-15,Magasin_09,Meknès,61,159.64,3,0,478.91999999999996
2023-02-15,Magasin_14,Meknès,82,124.27,4,0,497.08
2023-02-15,Magasin_13,Rabat,44,76.74,4,0,306.96
2023-02-15,Magasin_17,Rabat,73,77.93,6,0,467.58000000000004
2023-02-16,Magasin_12,,76,202.64,7,1,1418.48
2023-02-16,Magasin_19,Tanger,87,93.9,5,0,469.5
2023-02-16,Magasin_14,Agadir,7,231.18,4,1,924.72
2023-02-16,Magasin_19,Tanger,38,,4,0,
2023-02-16,Magasin_08,Marrakech,68,211.07,3,0,633.21
2023-02-16,Magasin_20,Casablanca,87,87.4,5,0,437.0
2023-02-16,Magasin_16,Tanger,91,226.28,4,0,905.12
2023-02-17,Magasin_12,Fès,79,88.84,8,0,710.72
2023-02-18,Magasin_04,Rabat,94,41.88,2,1,83.76
2023-02-18,Magasin_06,Marrakech,25,181.23,4,0,724.92
2023-02-18,Magasin_10,Tanger,15,139.69,4,0,558.76
2023-02-19,Magasin_10,Marrakech,59,130.73,7,1,915.1099999999999
2023-02-20,Magasin_10,Tanger,27,180.88,4,1,723.52
2023-02-20,Magasin_06,Meknès,81,215.3,3,1,645.9000000000001
2023-02-20,Magasin_07,Marrakech,25,30.39,3,0,91.17
2023-02-20,Magasin_04,Agadir,52,22.25,3,0,66.75
2023-02-20,Magasin_02,Tanger,98,164.71,4,1,658.84
2023-02-20,Magasin_18,Fès,57,44.73,5,0,223.64999999999998
2023-02-22,Magasin_03,Agadir,1,157.37,1,0,157.37
2023-02-22,Magasin_02,Rabat,16,184.92,2,0,369.84
2023-02-22,Magasin_05,Fès,75,160.11,1,0,160.11
2023-02-22,Magasin_18,Tétouan,68,139.11,1,0,139.11
2023-02-22,Magasin_18,Fès,9,148.46,2,0,296.92
2023-02-23,Magasin_13,Casablanca,2,108.56,3,0,325.68
2023-02-23,Magasin_10,Casablanca,81,186.8,2,1,373.6
2023-02-23,Magasin_19,Tétouan,26,183.66,4,0,734.64
2023-02-23,Magasin_19,Tétouan,13,47.33,1,0,47.33
2023-02-23,Magasin_20,Casablanca,25,184.55,3,1,553.6500000000001
2023-02-24,Magasin_13,Tanger,2,28.3,2,0,56.6
2023-02-24,Magasin_09,Tanger,51,42.72,3,0,128.16
2023-02-24,Magasin_06,Marrakech,42,196.57,2,0,393.14
2023-02-24,Magasin_09,Tanger,62,132.43,3,0,397.29
2023-02-25,Magasin_13,Tétouan,29,123.54,1,0,123.54
2023-02-25,Magasin_01,Meknès,23,23.8,3,0,71.4
2023-02-25,Magasin_12,Casablanca,36,95.92,3,0,287.76
2023-02-27,Magasin_18,Tanger,48,173.85,5,0,869.25
2023-02-27,Magasin_02,Tanger,72,242.21,3,0,726.63
2023-02-27,Magasin_09,Meknès,65,212.16,4,1,848.64
2023-02-27,Magasin_12,Fès,81,248.43,4,1,993.72
2023-02-27,Magasin_06,Agadir,62,81.8,4,1,327.2
2023-02-28,Magasin_18,Meknès,86,203.05,2,0,406.1
2023-02-28,Magasin_12,,15,10.5,6,0,63.0
2023-02-28,Magasin_19,Tanger,24,,2,0,
2023-03-01,Magasin_04,Tétouan,95,216.43,75,0,16232.25
2023-03-01,Magasin_06,Tanger,92,178.15,4,0,712.6
2023-03-01,Magasin_16,Agadir,92,86.52,3,0,259.56
2023-03-02,Magasin_07,,38,80.92,2,0,161.84
2023-03-02,Magasin_17,Casablanca,44,241.29,6,0,1447.74
2023-03-02,Magasin_09,,68,48.58,4,0,194.32
2023-03-03,Magasin_18,Rabat,64,87.96,1,0,87.96
2023-03-03,Magasin_08,Tétouan,51,152.6,3,0,457.79999999999995
2023-03-03,Magasin_15,Tanger,53,12.3,6,0,73.80000000000001
2023-03-04,Magasin_06,Tétouan,87,229.04,4,0,916.16
2023-03-04,Magasin_18,Rabat,59,165.72,6,0,994.3199999999999
2023-03-04,Magasin_09,Agadir,65,82.31,1,1,82.31
2023-03-04,Magasin_03,Fès,37,19.7,4,0,78.8
2023-03-05,Magasin_05,Fès,3,115.26,4,0,461.04
2023-03-06,Magasin_14,Marrakech,75,224.03,3,0,672.09
2023-03-06,Magasin_08,Casablanca,84,83.58,3,0,250.74
2023-03-06,Magasin_20,Meknès,64,183.73,3,1,551.1899999999999
2023-03-07,Magasin_04,Marrakech,28,184.91,5,0,924.55
2023-03-08,Magasin_17,Meknès,85,41.42,5,0,207.10000000000002
2023-03-08,Magasin_02,Tétouan,41,114.64,3,1,343.92
2023-03-08,Magasin_08,Casablanca,75,83.52,2,0,167.04
2023-03-10,Magasin_08,Casablanca,32,240.6,25,0,6015.0
2023-03-10,Magasin_11,Casablanca,22,56.56,3,0,169.68
2023-03-10,Magasin_02,Meknès,1,238.56,4,1,954.24
2023-03-10,Magasin_20,Casablanca,78,162.48,1,0,162.48
2023-03-10,Magasin_11,Tétouan,12,231.18,4,0,924.72
2023-03-10,Magasin_19,Fès,88,64.69,3,0,194.07
2023-03-11,Magasin_04,Tanger,75,209.23,4,0,836.92
2023-03-11,Magasin_12,Casablanca,4,54.51,2,0,109.02
2023-03-13,Magasin_13,Agadir,42,87.77,3,0,263.31
2023-03-13,Magasin_15,Rabat,1,243.16,1,0,243.16
2023-03-14,Magasin_15,Tétouan,39,124.08,5,0,620.4
2023-03-14,Magasin_02,Rabat,8,13.97,6,0,83.82000000000001
2023-03-14,Magasin_11,Fès,97,128.46,2,0,256.92
2023-03-14,Magasin_03,Tanger,47,107.08,5,0,535.4
2023-03-14,Magasin_15,Casablanca,97,191.35,2,0,382.7
2023-03-15,Magasin_19,Casablanca,51,118.34,5,0,591.7
2023-03-16,Magasin_08,Tanger,98,107.38,0,0,0.0
2023-03-16,Magasin_07,Rabat,17,223.51,0,1,0.0
2023-03-16,Magasin_10,Meknès,17,178.74,2,0,357.48
2023-03-16,Magasin_02,Agadir,62,39.42,6,0,236.52
2023-03-16,Magasin_20,Agadir,18,77.18,4,0,308.72
2023-03-16,Magasin_06,Fès,33,68.95,2,1,137.9
2023-03-17,Magasin_11,Tanger,78,134.3,1,1,134.3
2023-03-17,Magasin_10,Fès,56,68.16,4,0,272.64
2023-03-17,Magasin_11,Marrakech,39,217.57,5,0,1087.85
2023-03-18,Magasin_15,Tanger,69,140.8,4,0,563.2
2023-03-19,Magasin_16,Tétouan,63,22.42,3,0,67.26
2023-03-19,Magasin_05,Agadir,33,13.05,1,0,13.05
2023-03-19,Magasin_13,Marrakech,55,143.57,4,1,574.28
2023-03-19,Magasin_01,Rabat,98,16.57,1,0,16.57
2023-03-19,Magasin_08,Tanger,32,82.28,3,1,246.84
2023-03-20,Magasin_11,Meknès,10,62.9,6,0,377.4
2023-03-20,Magasin_11,Tanger,49,169.45,5,0,847.25
2023-03-20,Magasin_09,Agadir,31,206.28,1,1,206.28
2023-03-21,Magasin_10,Marrakech,42,16.72,4,0,66.88
2023-03-21,Magasin_03,Fès,54,182.57,4,1,730.28
2023-03-22,Magasin_04,Fès,98,106.36,4,1,425.44
2023-03-22,Magasin_06,Fès,29,151.56,1,0,151.56
2023-03-22,Magasin_08,Rabat,2,88.53,6,0,531.1800000000001
2023-03-23,Magasin_19,Agadir,54,27.17,1,0,27.17
2023-03-23,Magasin_08,Rabat,86,198.69,4,0,794.76
2023-03-24,Magasin_05,Meknès,19,104.57,6,0,627.42
2023-03-24,Magasin_11,Tétouan,46,177.89,1,0,177.89
2023-03-25,Magasin_16,,43,176.61,4,1,706.44
2023-03-25,Magasin_06,Tanger,4,43.82,6,0,262.92
2023-03-25,Magasin_15,Tanger,58,13.92,8,0,111.36
2023-03-25,Magasin_17,Fès,90,57.12,0,0,0.0
2023-03-25,Magasin_16,Agadir,29,194.36,3,0,583.08
2023-03-25,Magasin_05,Marrakech,39,69.44,4,0,277.76
2023-03-25,Magasin_07,Meknès,94,156.64,4,0,626.56
2023-03-25,Magasin_10,Rabat,64,115.83,6,0,694.98
2023-03-26,Magasin_06,Tanger,40,146.16,2,0,292.32
2023-03-26,Magasin_07,Agadir,8,104.73,3,0,314.19
2023-03-26,Magasin_12,Fès,44,97.92,4,0,391.68
2023-03-27,Magasin_17,Tanger,21,22.57,4,0,90.28
2023-03-27,Magasin_17,Fès,81,217.71,1,0,217.71
2023-03-27,Magasin_04,Fès,83,74.34,3,0,223.02
2023-03-27,Magasin_13,Agadir,90,43.44,6,0,260.64
2023-03-27,Magasin_16,Marrakech,3,17.13,2,0,34.26
2023-03-28,Magasin_04,Casablanca,4,225.4,3,0,676.2
2023-03-28,Magasin_17,Fès,83,228.34,4,0,913.36
2023-03-28,Magasin_17,Rabat,71,47.78,3,1,143.34
2023-03-28,Magasin_03,Agadir,32,233.9,3,0,701.7
2023-03-29,Magasin_10,Marrakech,11,75.03,1,0,75.03
2023-03-29,Magasin_19,,25,210.9,3,0,632.7
2023-03-29,Magasin_10,Meknès,87,7.2,2,0,14.4
2023-03-30,Magasin_11,Agadir,75,132.43,2,0,264.86
2023-03-30,Magasin_09,Marrakech,3,61.45,3,0,184.35000000000002
2023-03-30,Magasin_17,Casablanca,99,201.4,4,0,805.6
2023-03-30,Magasin_14,Marrakech,78,234.48,0,0,0.0
2023-03-31,Magasin_11,Fès,2,30.9,3,0,92.69999999999999
2023-03-31,Magasin_17,Meknès,47,165.29,2,0,330.58
2023-03-31,Magasin_19,Casablanca,70,182.15,2,0,364.3
2023-03-31,Magasin_12,Tétouan,8,28.68,1,1,28.68
2023-03-31,Magasin_19,Agadir,84,81.2,4,0,324.8
2023-04-01,Magasin_16,Tanger,32,183.25,3,0,549.75
2023-04-02,Magasin_18,Tanger,34,231.64,1,0,231.64
2023-04-02,Magasin_16,Casablanca,7,14.3,3,0,42.900000000000006
2023-04-02,Magasin_08,Tétouan,48,181.89,5,0,909.4499999999999
2023-04-02,Magasin_13,Tanger,24,152.62,3,1,457.86
2023-04-02,Magasin_20,Fès,88,101.18,0,0,0.0
2023-04-03,Magasin_16,Casablanca,86,80.02,5,0,400.09999999999997
2023-04-03,Magasin_07,Agadir,79,187.43,5,0,937.1500000000001
2023-04-04,Magasin_16,Meknès,80,179.86,5,0,899.3000000000001
2023-04-05,Magasin_01,Tanger,15,66.78,7,0,467.46000000000004
2023-04-05,Magasin_13,Tétouan,51,99.02,2,0,198.04
2023-04-05,Magasin_20,Tétouan,36,235.75,2,1,471.5
2023-04-05,Magasin_17,Tanger,45,99.07,5,1,495.34999999999997
2023-04-05,Magasin_04,Tanger,14,142.11,1,1,142.11
2023-04-06,Magasin_09,Tétouan,20,235.51,2,0,471.02
2023-04-06,Magasin_02,Meknès,51,243.31,2,0,486.62
2023-04-06,Magasin_06,Agadir,79,121.26,2,1,242.52
2023-04-07,Magasin_19,Tétouan,20,125.64,4,0,502.56
2023-04-07,Magasin_13,,71,43.32,0,0,0.0
2023-04-08,Magasin_12,Rabat,53,14.12,3,0,42.36
2023-04-08,Magasin_15,Marrakech,35,8.08,4,0,32.32
2023-04-08,Magasin_20,Meknès,15,68.65,4,0,274.6
2023-04-09,Magasin_16,Fès,66,124.86,4,0,499.44
2023-04-09,Magasin_04,Tanger,11,159.87,150,0,23980.5
2023-04-09,Magasin_17,Meknès,17,174.67,4,0,698.68
2023-04-09,Magasin_10,Meknès,34,24.34,5,0,121.7
2023-04-09,Magasin_05,Tanger,64,225.17,0,0,0.0
2023-04-09,Magasin_04,Fès,62,17.45,11,1,191.95
2023-04-09,Magasin_14,Marrakech,35,173.95,4,0,695.8
2023-04-09,Magasin_15,Tanger,78,29.81,4,0,119.24
2023-04-09,Magasin_11,Marrakech,98,74.8,0,0,0.0
2023-04-09,Magasin_20,Tétouan,20,12.06,2,0,24.12
2023-04-10,Magasin_04,Meknès,81,162.55,6,0,975.3000000000001
2023-04-10,Magasin_17,Meknès,71,84.55,3,0,253.64999999999998
2023-04-11,Magasin_08,Tétouan,58,84.53,5,0,422.65
2023-04-11,Magasin_04,Meknès,32,83.95,2,0,167.9
2023-04-11,Magasin_16,Casablanca,67,203.56,5,0,1017.8
2023-04-12,Magasin_16,Agadir,74,,1,0,
2023-04-12,Magasin_11,Tanger,12,188.16,2,0,376.32
2023-04-12,Magasin_17,Rabat,39,194.96,3,0,584.88
2023-04-12,Magasin_08,Tanger,92,179.91,2,0,359.82
2023-04-12,Magasin_16,Tanger,98,19.28,1,0,19.28
2023-04-13,Magasin_12,Rabat,23,85.3,0,1,0.0
2023-04-13,Magasin_03,Agadir,28,37.84,2,1,75.68
2023-04-13,Magasin_01,Meknès,73,80.85,3,1,242.54999999999998
2023-04-14,Magasin_03,Rabat,49,75.91,5,0,379.54999999999995
2023-04-14,Magasin_17,Marrakech,16,182.94,3,0,548.8199999999999
2023-04-14,Magasin_12,Meknès,95,180.76,2,0,361.52
2023-04-14,Magasin_17,Rabat,85,239.67,1,1,239.67
2023-04-15,Magasin_06,Agadir,43,123.46,6,0,740.76
2023-04-15,Magasin_16,Casablanca,18,222.74,2,0,445.48
2023-04-16,Magasin_11,Marrakech,23,184.26,50,0,9213.0
2023-04-16,Magasin_09,Marrakech,51,24.76,2,0,49.52
2023-04-16,Magasin_12,Agadir,96,17.46,5,0,87.30000000000001
2023-04-16,Magasin_12,Marrakech,77,24.6,3,0,73.80000000000001
2023-04-16,Magasin_08,Tétouan,62,83.78,4,1,335.12
2023-04-17,Magasin_17,Tanger,12,137.49,1,0,137.49
2023-04-17,Magasin_09,Meknès,12,180.21,4,0,720.84
2023-04-17,Magasin_08,Tétouan,35,82.53,3,0,247.59
2023-04-18,Magasin_20,Tanger,37,49.02,1,1,49.02
2023-04-18,Magasin_06,Rabat,72,69.44,3,0,208.32
2023-04-18,Magasin_09,Casablanca,27,78.22,4,0,312.88
2023-04-18,Magasin_16,Marrakech,23,214.1,1,0,214.1
2023-04-19,Magasin_09,,88,15.64,3,0,46.92
2023-04-19,Magasin_11,Tétouan,15,230.31,3,1,690.9300000000001
2023-04-19,Magasin_01,Casablanca,39,72.61,5,0,363.05
2023-04-20,Magasin_11,Tétouan,84,152.92,2,1,305.84
2023-04-21,Magasin_13,Marrakech,18,129.68,2,0,259.36
2023-04-21,Magasin_10,Tanger,27,56.22,3,0,168.66
2023-04-21,Magasin_20,Casablanca,69,81.2,3,0,243.60000000000002
2023-04-21,Magasin_18,Marrakech,81,226.97,3,0,680.91
2023-04-22,Magasin_19,Agadir,63,9.68,3,0,29.04
2023-04-23,Magasin_08,Rabat,89,171.33,3,0,513.99
2023-04-23,Magasin_10,Casablanca,31,96.9,1,0,96.9
2023-04-23,Magasin_01,Agadir,74,,7,0,
2023-04-23,Magasin_13,Casablanca,83,147.06,3,0,441.18
2023-04-23,Magasin_01,Agadir,49,23.81,3,0,71.42999999999999
2023-04-23,Magasin_12,Agadir,47,127.06,1,0,127.06
2023-04-23,Magasin_08,Marrakech,64,217.8,4,0,871.2
2023-04-23,Magasin_04,Agadir,10,114.36,0,0,0.0
2023-04-24,Magasin_11,Marrakech,62,19.26,6,1,115.56
2023-04-24,Magasin_13,Rabat,40,220.85,2,0,441.7
2023-04-24,Magasin_09,Agadir,1,199.14,0,0,0.0
2023-04-24,Magasin_03,Tétouan,17,,2,1,
2023-04-25,Magasin_06,Rabat,59,135.14,5,0,675.6999999999999
2023-04-25,Magasin_14,Casablanca,74,200.01,3,0,600.03
2023-04-25,Magasin_08,Fès,3,83.41,3,0,250.23
2023-04-26,Magasin_07,Tanger,16,119.73,1,0,119.73
2023-04-26,Magasin_17,Marrakech,20,15.58,3,0,46.74
2023-04-26,Magasin_15,Marrakech,43,176.05,2,0,352.1
2023-04-27,Magasin_01,Fès,63,141.39,5,0,706.9499999999999
2023-04-27,Magasin_15,Marrakech,80,170.53,3,0,511.59000000000003
2023-04-27,Magasin_19,Tétouan,18,154.7,125,1,19337.5
2023-04-27,Magasin_03,Tanger,77,187.18,2,0,374.36
2023-04-27,Magasin_14,Casablanca,61,11.73,8,0,93.84
2023-04-27,Magasin_06,Tanger,57,117.73,6,0,706.38
2023-04-27,Magasin_07,Tétouan,56,204.36,2,1,408.72
2023-04-28,Magasin_15,Fès,61,168.13,6,0,1008.78
2023-04-28,Magasin_07,Meknès,96,49.81,25,0,1245.25
2023-04-28,Magasin_03,Fès,9,142.55,8,1,1140.4
2023-04-28,Magasin_19,Tétouan,71,113.71,1,0,113.71
2023-04-28,Magasin_05,Agadir,82,149.38,4,1,597.52
2023-04-28,Magasin_07,Agadir,55,106.36,3,0,319.08
2023-04-29,Magasin_04,Agadir,94,223.6,3,0,670.8
2023-04-29,Magasin_06,,58,45.32,3,1,135.96
